ranking_year,title,ranking,n_viewer,gross_profit_per_viewer,rating,synopsis,producer,director,writer,actress,release_date
2015,Di Balik 98,7,684727,35000,7.5,Kisah perjuangan keluarga dan pengorbanan cinta melewati tragedi Mei 1998.,Affandi Abdul Rachman,Lukman Sardi,"Samsul Hadi, Ifan Ismail","Chelsea Islan, Boy William, Donny Alamsyah, Ririn Ekawati",2015-01-15
2015,3 Dara,8,666183,35000,6.5,"Affandi, Jay dan Richard adalah tiga sahabat dengan latar belakang berbeda namun memiliki kesamaan: womanizer dan kurang menghargai perempuan walaupun ketiganya memiliki pasangan. Affandi (Tora Sudiro), sudah menikah selama 20 tahun dan memiliki seorang anak perempuan yang mandiri. Jay (Adipati Dolken) sudah bertunangan namun masih menunda pernikahannya. Richard (Tanta Ginting) lebih memilih long distance relationship.","Toha Essa, Rina Harahap, Lukman Sardi",Ardy Octaviand,"Nataya Bagya, Ardy Octaviand","Tora Sudiro, Adipati Dolken, Tanta Ginting",2015-09-23
2015,Negeri Van Oranje,9,490788,35000,6,"Perjalanan membawa Lintang (Tatjana Saphira) ke hari ini, satu hari sebelum pernikahannya. Hari di mana segala ingatan tentang sahabat-sahabatnya itu kembali: Banjar (Arifin Putra), Wicak (Abimana Aryasatya), Daus (Ge Pamungkas), dan Geri (Chicco Jerikho).",Frederica,Endri Pelita,"Annisa Rijadi, Titien Wattimena, Raden Wahyuningrat, Adept Lenggana, Rizki Pandu Permana","Tatjana Saphira, Chicco Jerikho, Abimana Aryasatya, Arifin Putra, Ge Pamungkas",2015-12-23
2015,Air Mata Surga,10,425179,35000,7,"Fikri (Richard Kevin), ahli desain, jatuh cinta pada Fisha (Dewi Sandra), mahasiswi S2 di Yogyakarta. Perkenalan mereka diawali kala Fikri diminta Fisha untuk menjadi dosen pembimbing tugas akhirnya. Sementara itu, teman Fisha, Hamzah (Morgan Oey), sudah lama menaruh hati pada Fisha. Bahkan Bunda, ibu Fisha (Ayu Diah Pasha), dan Weni (Adhitya Putri) sahabat Fisha merestui kedekatan mereka. Tapi, Fisha menganggap Hamzah seperti kakaknya sendiri.","Lela Tresna, Agung Saputra, Dave Gerald",Hestu Saputra,"Rahabi Mandra, Titien Wattimena, Lintang Pramudya Wardani, Aguk Irawan MN, Sanie Raphie, Ainun Najwa","Dewi Sandra, Richard Kevin, Morgan Oey",2015-10-22
2015,Tarot,11,329258,35000,NA,"Julie dan Tristan mau menikah. Berharap mendapatkan ramalan indah, mereka malah mendapatkan ramalan mengerikan dari seorang pembaca kartu tarot. Kartu-kartu tarot mengatakan bahwa akan ada yang datang dari masa lalu untuk mengambil salah satu nyawa mereka. Tristan tidak percaya dengan ramalan itu.",Rocky Soraya,Jose Poernomo,Riheam Junianti,"Shandy Aulia, Boy William, Sara Wijayanto, Aurellie Moeremans",2015-05-07
2015,Sunshine Becomes You,12,321838,35000,6,"Alex Hirano, pianis terkenal keturunan Jepang, lebih sering dalam suasana hati buruk. Ia sedang uring-uringan memikirkan konser yang akan diadakan seminggu lagi. Tak ada yang mampu mengubah suasana hatinya ketika terserang bad mood, bahkan adiknya sendiri, Ray Hirano, anggota grup B-Boy. Satu hari, Ray mengajak Alex bertemu gadis yang dia cintai, yaitu Mia Clark, penari balet kontemporer berbakat, di tempatnya mengajar dansa.","Ram Soraya, Rocky Soraya",Rocky Soraya,"Riheam Junianti, Ilana Tan","Herjunot Ali, Nabilah JKT48, Boy William",2015-12-23
2015,Warisan Olga,13,296773,35000,6,"Olga, pemilik kost, sangat menyayangi adiknya Billy. Saat Billy sedang makan siang bersama Cindy, ia bertemu dengan Lea, anak arkeolog. Ayah Lea menemukan sebuah batu berharga, yang membuat Mongol ingin merebut batu itu. Mongol membunuh ayah Lea, tapi batu itu tidak ditemukan. Ternyata, ayah Lea sempat mengirim peta batu berharga itu kepada Lea.",Gope T Samtani,Raymond Handaya,Fiona Mahdalena,"Olga Syahputra, Billy Syahputra, Tarra Budiman, Chand Kelvin, Mongol Stres, McDanny, Yova Gracia, Chika Waode, Enzy Storia",2015-11-19
2015,Komedi Moderen Gokil,14,296232,35000,7.5,"Boris (Boris Bokir) jumpa lagi sahabat lamanya Dodit (Dodit Mulyanto) di Jakarta. Mereka tinggal di rumah kos Tante Maya (Maya Wulan), istri Om Indro (Indro Warkop).",Dhamoo Punjabi,Cuk FK,"Eric Satyo, Dhamoo Punjabi","Dodit Mulyanto, Boris Bokir, Indro Warkop, Kartika Putri, Nadine Alexandra, Maya Wulan, Tarsan, Ria Winata, Henky Solaiman, Risma Nilawati",2015-09-17
2015,Toba Dreams,15,255933,35000,7.5,"Berkisah tentang cinta yang kadang tersesat dalam menemukan kebenaran. Sersan Tebe mendidik anak-anaknya seperti pasukan tempur. Ketika Ronggur, anak sulungnya, memberontak, terjadilah konflik mendalam antara keduanya.",Rizaludin Kurniawan,Benni Setiawan,"Benni Setiawan, TB Silalahi","Vino G Bastian, Mathias Muchus, Marsha Timothy",2015-04-30
2014,Comic 8,1,1624067,NA,4.5,"Delapan anak muda dari berbagai latar secara kebetulan merampok sebuah bank dalam waktu bersamaan. Masing-masing mempunyai alasan dan motif berbeda. Ada yang merampok karena galau, hobi, iseng, adrenaline sport, bahkan untuk menghidupi panti asuhan dan rakyat miskin.",Frederica,Anggy Umbara,Fajar Umbara,"Mongol Stres, Mudy Taylor, Ernest Prakasa, Bintang Timur, Babe Cabiita, Fico Fachriza, Arie Kriting",2014-01-29
2014,The Raid 2: Berandal,2,1434272,NA,8.5,"Setelah keluar dari bangunan yang penuh gangster dan orang gila (The Raid 1), Rama, polisi, mengira bisa hidup normal. Dia salah. Kemenangannya menarik perhatian predator lebih besar lagi. Rama terpaksa bergabung dengan pasukan khusus anti korupsi untuk melindungi anak dan istrinya. Tugasnya mendekati bos baru gengster, Bangun, dengan berteman dengan anaknya, Ucok, dalam penjara.","Ario Sagantoro, Nate Bolotin, Aram Tertzakian",Gareth Evans,Gareth Evans,"Iko Uwais, Julie Estelle, Yayan Ruhian, Donny Alamsyah, Arifin Putra, Tio Pakusadewo",2014-03-28
2014,Merry Riana: Mimpi Sejuta Dolar,3,715851,NA,6,"Merry Riana (Chelsea Islan) yang baru lulus SMA terpaksa mengungsi ke Singapura karena kerusuhan sosial. Perjalanan menuju bandara juga tidak aman. Mereka dihadang kawanan penjarah dan terpaksa melepas harta benda demi keselamatan. Di bandara, orangtua Merry (Ferry Salim & Cyntia Lamusu) menjual apa yang menempel di badan dan hanya mampu membeli satu tiket.","Dhamoo Punjabi, Manoj Punjabi",Hestu Saputra,"Titien Wattimena, Rahabi Mandra, Alberthiene Endah","Chelsea Islan, Dion Wiyoko, Kimberly Ryder",2014-12-24
2014,Hijrah Cinta,4,711205,NA,8,"Cerita tentang almarhum Ustadz Jeffri Al-Buchori alias Uje yang dikenal sebagai ustad gaul. Uje muda hanyut dalam kenikmatan dunia. Ia sia-siakan bakat yang dimilikinya: aktor berbakat, model ternama, bahkan masa depan yang bagus,. Karena ulahnya, ia dijauhi teman dan sahabat. Bahkan harapan seorang ibu yang inginkan sang anak tidak menyia-nyiakan hidup, harus pasrah menghadapi kenyataan.",Raam Punjabi,Indra Gunawan,"Hanung Bramantyo, Tim Dapur Film","Revalina S Temat, Wieke Widowati, Piet Pagau",2014-07-24
2014,Marmut Merah Jambu,5,640682,NA,7,"Suatu hari Dika bertemu dengan bapaknya Ina Mangunkusumo, cinta pertamanya di SMA. Dika menceritakan usahanya membuat grup detektif untuk menarik perhatian Ina. Grup itu dibuat bersama Bertus, temannya yang sama-sama anak terbuang di sekolah. Dika juga bercerita tentang persahabatannya dengan cewek unik bernama Cindy di SMA. Seiring dengan cerita Dika, dia sadar: ada kasus di masa lalunya yang belum selesai hingga dia dewasa. Seiring dia berusaha memecahkannya, seiring itu pula dia bertanya, benarkah cinta pertama enggak kemana-mana?","Chand Parwez Servia, Fiaz Servia",Raditya Dika,Raditya Dika,"Raditya Dika, Franda, Mohammmed Kamga, Tio Pakusadewo, Dina Anjani",2014-05-08
2014,99 Cahaya di Langit Eropa Part 2,6,587042,NA,7.5,"Melanjutkan film sebelumnya: mengungkap rahasia Islam di Eropa, khususnya Cordoba, Istanbul, dan Turki.",Ody M Hidayat,Guntur Soeharjanto,"Rangga Almahendra, Hanum Salsabiela Rais, Alim Sudio","Acha Septriasa, Abimana Aryasatya",2014-03-06
2014,Assalamualaikum Beijing,7,560465,NA,9,"Sehari sebelum pernikahan dilangsungkan, Asmara (Revalina S Temat) mendapatkan kenyataan pahit bahwa kekasihnya, Dewa (Ibnu Jamil) ternyata sempat berselingkuh dengan teman sekantornya, Anita (Cynthia Ramlan). Walau Dewa memohon agar pernikahan tetap dilanjutkan, Asma terlanjur patah hati. Terlebih, hubungan sekali yang dilakukan ternyata membuahkan janin. Anita hamil.",Ody Mulya Hidayat,Guntur Soeharjanto,"Alim Sudio, Asma Nadia","Revalina S Temat, Morgan Oey, Ibnu Jamil, Laudya Cynthia Bella, Deddy Mahendra Desta",2014-12-30
2014,"Supernova: Ksatria, Putri, & Bintang Jatuh",8,501258,NA,6,"Washington DC.  Sebuah pesta  di rumah mewah mempertemukan Reuben dan Dimas, mahasiswa Indonesia yang sedang belajar di Amerika.  Malam  itu  keduanya  berjanji;  suatu hari mereka akan menulis sebuah buku, sebuah cerita  roman sains  yang menggerakkan hati  banyak orang.  Kisah tentang Ksatria, Puteri dan Bintang Jatuh.","Sunil Soraya, Ram Soraya",Rizal Mantovani,"Donny Dhirgantoro, Sunil Soraya, Dewi Lestari","Herjunot Ali, Raline Shah, Paula Verhoeven, Arifin Putra, Hamish Daud, Fedi Nuril",2014-12-11
2014,Bajaj Bajuri The Movie,9,460779,NA,7,Bajuri (Ricky Harun) yang baru mendapat uang dari penjualan tanah warisan bapaknya menghadapi beberapa masalah. Problem Bajuri semakin rumit setelah Emak (Meriam Bellina) menuduh Bajuri akan kawin lagi.,"Chand Parwez Servia, Fiaz Servia",Fajar Nugros,"Raymond Lee, Chairul Rijal","Ricky Harun, Eriska Rein, Meriam Bellina, Dimas Gabra, Aqshal Pradana, Muhadkly Acho",2014-07-24
2014,Haji Backpacker,10,375799,NA,8,"Mada memberontak kepada Tuhan, karena sudah merenggut ibunya. Ia juga kehilangan cinta. Ia marah pada kenyataan dan memutuskan untuk menjadi backpacker dan hidup bebas. Ia juga meninggalkan Tuhan, keluarga, dan sahabat. Mada menemukan kebahagiaan ragawi, namun merasa kosong secara rohani.",Frederica,Danial Rifki,"Jujur Prananto, Danial Rifki","Abimana Aryasatya, Dewi Sandra, Laudya Cynthia Bella",2014-10-02
2014,7/24,11,374769,NA,6.5,"Prasetyo Ichsan Setiawan (Lukman Sardi), sutradara film terkenal, menikah dengan Tania Wulandary (Dian Sastrowardoyo), manajer di salah satu bank bergengsi. Keduanya memiliki anak yang berumur lima tahun. Keduanya pecandu kerja. Satu-satunya waktu mereka bersama hanya di pagi hari, di malam hari, atau kadang-kadang pada akhir pekan.",Affandi Abdul Rachman,Fajar Nugros,Nataya Bagya,"Lukman Sardi, Dian Sastrowardoyo",2014-11-27
2014,Runaway,12,371567,NA,5,"Tala (Tatjana Saphira) tinggal bersama ibu (Dewi Irawan) dan pamannya Toni (Edward Akbar), di Hong Kong. Ibunya, mantan TKW, sakit keras dan butuh pengobatan. Mereka tidak bisa pulang karena paspor mereka bermasalah. Akhirnya Tala mengikuti jejak paman Toni, yang terbiasa judi dan mabuk, menjadi pencopet jalanan.",Ody Mulya Hidayat,Guntur Soeharjanto,Alim Sudio,"Al Ghazali, Tatjana Saphira",2014-07-24
2014,Mall Klender,13,334173,NA,8,"Sejak diramalkan indera keenamnya akan terbuka di usia 23 tahun, Mila menjadi sangat penasaran dengan dunia gaib. Bersama ketiga sahabatnya, Panji, Karina, dan Danang, Mila mencari bukti-bukti keberadaan aktivitas supernatural di berbagai tempat sehingga impian mereka untuk mempunyai acara investigasi dunia gaib bisa tercapai. Tapi sayangnya, mereka tidak pernah berhasil mendapatkan satu bukti pun. Hingga akhirnya sebuah tantangan dari seorang pemilik mal datang kepada mereka. Mereka dikurung selama 24 jam di dalam sebuah mal yang digosipkan angker. Pada waktu itu juga umur Mila menjadi 23 tahun.","Rocky Soraya, Ram Soraya",David Poernomo,Riheam Junianti,"Shandy Aulia, Tasya Kamila, Denny Sumargo, Igor Saykoji",2014-04-24
2014,Rumah Gurita,14,319516,NA,4.5,"Selina adalah seorang gadis yang hanya ingin punya kehidupan normal. Tapi sejak ia lahir, Selina mempunyai kemampuan yang membuatnya ketakutan yaitu indra keenamnya. Hal ini membuatnya sering dipandang aneh dan dikucilkan oleh lingkungannya, termasuk kakaknya dan suami kakaknya yang sering memintanya untuk pindah dari rumah mereka. Setelah diputuskan oleh pacarnya dan dipermalukan oleh teman-temannya, Selina memutuskan untuk mulai kehidupan baru di Bandung. Selina pindah ke rumah warisan orangtuanya di Bandung, yang terkenal dengan sebutan Rumah Gurita. Patung gurita raksasa yang ada di atap, nomor rumah 666 dan desain interior yang aneh membuat Selina tidak nyaman di rumah itu. Rio, tetangga yang sudah lama tinggal di depan rumah tersebut, mengatakan kalau tidak ada yang perlu ditakuti. Berita yang beredar kalau rumah itu adalah Gereja Setan hanyalah rumor. Tapi Selina tahu ia tidak sendirian di sana…",NA,Jose Poernomo,Riheam Junianti,"Shandy Aulia, Boy William, Kemal Palevi, Maria Sabita",2014-10-30
2014,Kamar 207,15,311469,NA,3,"Echa, Cacha, Revan, dan Rangga, penyuka segala hal yang kuno dan mistis, membantu proses penyembuhan seorang anak kecil yang kerasukan. Sukses mereka ini lalu diterbitkan dalam blog mereka: Jampi-jampi.",Rafdy Farizan Bintang,Chiska Doppert,Hotnida Harahap,"Maxime Bouttier, Armando Jordy, Adzana Bing Slamet, Valerie Thomas, Echa Oemry, Agatha Valerie, Epy Kusnandar",2014-07-24
2013,Tenggelamnya Kapal Van Der Wijck,1,1724110,30000,7,"Nusantara 1930. Dari tanah kelahirannya, Makasar, Zainuddin berlayar menuju tanah kelahiran ayahnya di Batipuh, Padang Panjang. Di sana ia bertemu Hayati. Kedua muda-mudi itu jatuh cinta. Tapi, adat menghalangi. Zainuddin hanya seorang melarat tak berbangsa, sementara Hayati perempuan Minang keturunan bangsawan.","Sunil Soraya, Ram Soraya",Sunil Soraya,"Donny Dhirgantoro, Imam Tantowi, Riheam Junianti, Sunil Soraya, Hamka","Herjunot Ali, Pevita Pearce, Reza Rahadian",2013-12-19
2013,99 Cahaya di Langit Eropa,2,1189709,30000,7,"Kisah pengalaman sepasang mahasiswa Indonesia yang kuliah di Eropa. Bagaimana mereka beradaptasi, bertemu dengan berbagai sahabat hingga akhirnya menuntun mereka kepada rahasia Islam di benua Eropa.",Ody M Hidayat,Guntur Soeharjanto,"Alim Sudio, Hanum Salsabiela Rais, Rangga Almahendra","Acha Septriasa, Abimana Aryasatya, Nino Fernandez, Dewi Sandra, Alex Abbad, Raline Shah",2013-12-05
2013,Soekarno: Indonesia Merdeka,3,960071,30000,4.5,"Dulunya bernama Kusno. Karena sakit-sakitan, oleh bapaknya nama Kusno diganti dengan Sukarno. Umur 24 tahun Sukarno berteriak : Kita harus merdeka sekarang! Akibatnya dia dipenjara. Dituduh menghasut dan memberontak seperti Komunis. Dia makin menggugat. Pledoinya “Indonesia Menggugat” di pengadilan membuat dia dibuang ke Ende, lalu Bengkulu.",Raam Punjabi,Hanung Bramantyo,"Hanung Bramantyo, Ben Sihombing","Ario Bayu, Maudy Koesnaedi, Lukman Sardi, Tika Bravani, Ferry Salim, Tanta Ginting",2013-12-11
2013,Cinta Brontosaurus,4,892915,30000,5.5,"Dika (Raditya Dika), penulis, baru saja putus cinta dengan Nina (Pamela Bowie). Semenjak itu, dia percaya bahwa cinta bisa kadaluarsa. Kosasih (Soleh Solihun), agen naskah Dika, mencoba untuk membuat Dika yakin terhadap cinta kembali, seperti Kosasih dengan istrinya Wanda (Tyas Mirasih). Usaha ini, membawa Dika ke dalam serangkaian perkenalan absurd.","Chand Parwez Servia, Fiaz Servia",Fajar Nugros,Raditya Dika,"Raditya Dika, Eriska Rein, Soleh Solihun",2013-05-08
2013,Coboy Junior The Movie,5,683604,30000,5.5,"Kisah perjuangan Coboy Junior (Bastian, Iqbal, Aldi, Kiki) grup nyanyi remaja, mengikuti kompetisi nyanyi dan tari terbesar di Indonesia. Kompetisi ini bukan saja cuma menjadi ajang pembuktian diri untuk menjadi yang terbaik, namun juga menjadi sebuah proses penting menuju titik pendewasaan, pembentukan karakter, dan penentuan pilihan serta prioritas pada hidup masing-masing personil.",Frederica,Anggy Umbara,Hilman Mutasi,Coboy Junior,2013-06-05
2013,Taman Lawang,6,526761,30000,5,"Jurnalis muda Angie (Angie Virgin) tertantang untuk menyelidiki kejadian misterius di Taman Lawang: kematian seorang waria bernama Ningrum. Setelah kematian Ningrum, Chyntia (Olga Syahputra), sahabat Ningrum mengalami kejadian-kejadian aneh dan menjadi korban teror.",Olga Syahputra,Aditya Gumay,NA,"Olga Syahputra, Angie Virgin, Nikita Mirzani, Bobby Tience",2013-11-07
2013,Manusia Setengah Salmon,7,442631,30000,8,"Ketika ibunya (Dewi Irawan) memutuskan pindah dari rumah masa kecil, Dika (Raditya Dika), penulis, justru berusaha pindah dari hal-hal yang selama ini susah dilepaskan: cintanya dengan Jessica (Eriska Rein) hingga hubungannya dengan bapaknya (Bucek).","Chand Parwez Servia, Fiaz Servia",Herdanius Larobu,Raditya Dika,"Raditya Dika, Kimberly Ryder, Eriska Rein, Bucek, Dewi Irawan, Mosidik, Insan Nur Akbar",2013-10-10
2013,Laskar Pelangi 2: Edensor,8,390810,30000,6.5,"Ikal dan Arai berhasil mendapatkan beasiswa untuk kuliah di Sorbone Paris. Kedatangan mereka di Eropa disambut cuaca dingin. Mereka harus terlunta-lunta karena tidak diterima di tempat tinggal sementara, karena terlambat datang dan tidak memberitahu sebelumnya. Tubuh Ikal membeku. Arai berusaha untuk menyelamatkan dengan mengubur Ikal dalam tumpukan humus.","Putut Widjanarko, Avesina Soebli",Benni Setiawan,"Benni Setiawan, Andrea Hirata","Lukman Sardi, Abimana Aryasatya, Astrid Roos",2013-12-24
2013,308,9,358507,30000,7,"Naya baru saja lulus kuliah dan sedang kesulitan mendapatkan pekerjaan. Caca dan Jefri, sahabatnya menawarinya pekerjaan sebagai housekeeping supervisor Samudra Hotel di Pelabuhan Ratu. Naya menerimanya karena membutuhkan uang untuk hidup dan biaya sekolah Aira, adiknya yang masih kecil. Sena, general nanager hotel itu adalah sahabat Jefri yang sudah lama menyukai Naya. Ia memperbolehkan Naya membawa Aira bersamanya.","Rocky Soraya, Ram Soraya",Jose Poernomo,Riheam Junianti,"Shandy Aulia, Denny Soemargo, Gilang Dirga",2013-06-05
2013,Get M4rried,10,315390,30000,7,"Saat merayakan Mae (Nirina Zubir) dan Rendy (Nino Fernandez) ulang tahun anaknya dengan menggunakan Eman (Amink) sebagai organisatornya, mereka mendapat kabar mengagetkan. Sophie (Tatjana Saphira) mengumumkan kalau ia dan Kim Bum Park (Math Wang Kie), cowok Korea baru ia kenal tiga minggu saat ia liburan ke Korea, akan menikah.","Chand Parwez Servia, Fiaz Servia",Monty Tiwa,Cassandra Massardi,"Nirina Zubir, Nino Fernandez, Amink, Ringgo Agus Rahman, Deddy Mahendra Desta, Meriam Bellina, Jaja Mihardja, Ira Wibowo, Tatjana Saphira, Ricky Harun",2013-08-02
2013,Refrain,11,281922,30000,5,"Nata dan Niki sudah bersahabat lama. Mereka bersekolah di tempat sama. Mereka mempunyai sebuah benda yang spesial: trampoline usang yang menyimpan banyak kenangan. Nata juga menyukai Niki sejak lama. Mengingat persahabatan mereka, Nata memilih menjadi pengagum rahasia Niki.",Ody Mulya Hidayat,Fajar Nugros,"Haqi Achmad, Winna Efendi","Maudy Ayunda, Afgansyah Reza, Maxime Bouttier, Chelsea Islan",2013-06-20
2013,Slank Nggak Ada Matinya,12,278244,30000,8,"1996 Abdee dan Ridho dipanggil Slank untuk datang jamming bersama Bimbim dan Ivan. Slank yang ingin membuktikan tidak bubar walaupun personil tersisa Bimbim, Kaka dan Ivan. Mereka akan melakukan tur. Abdee dan Ridho pun diajak. Syaratnya: bisa membawakan 35 lagu Slank hanya dalam waktu 3 hari! Tur dimulai dan saat itulah dimulai pertualangan Slank dengan format baru.","Chand Parwez Servia, Fiaz Servia",Fajar Bustomi,Cassandra Massardi,"Adipati Dolken, Ricky Harun, Aaron Shahab, Ajun Perwira, Deva Mahendra",2013-12-24
2013,La Tahzan,13,235718,30000,8,"Viona (Atiqah Hasiholan) dan teman-temannya mendarat di bandara Kansai, Osaka, untuk program belajar sambil bekerja di Jepang. Viona bertemu Yamada (Joe Taslim), seorang fotografer freelance, yang ternyata mengerti bahasa Indonesia. Hal ini membuat Viona mendapat sahabat baru. Mereka menjadi akrab. Yamada berterus terang ingin melamarnya. Bahkan Yamada siap pindah agama.",Frederica,Danial Rifki,Jujur Prananto,"Atiqah Hasiholan, Ario Bayu, Joe Taslim",2013-08-02
2013,Sang Kiai,14,234207,30000,6,"Tahun 1942 Jepang melakukan ekspansi ke Indonesia. Di Jawa Timur, beberapa KH dari beberapa pesantren ditangkapi karena melakukan perlawanan. KH Hasyim Asy'ari sebagai pimpinan Pondok Pesantren Tebu Ireng ditangkap karena dianggap menentang Jepang. Penangkapan ini membuat kericuhan di Tebu Ireng, dan menimbulkan reaksi dari para putra beliau; KH Wahid Hasyim, Karim Hasyim dan Yusuf Hasyim serta deretan para santri: Baidlowi (menantu beliau), Kang Solichin, orang kepercayaan, serta tiga santri muda; Harun, Kamid dan Abdi.",Gope T Samtani,Rako Prijanto,Anggoro Saronto,"Ikranagara, Adipati Dolken, Agus Kuncoro Adi, Dayat Simbaia, Christine Hakim, Boy Permana",2013-05-30
2013,Air Terjun Pengantin Phuket,15,215161,30000,4,"Setelah mengalami musibah yang merenggut nyawa tunangannya di Pulau Pengantin, Tiara (Tamara Blezynski) memutuskan untuk menenangkan diri di pantai Phuket, Thailand. Membuka sebuah bar kecil bersama sahabatnya Lea (Laras Monca), Tiara menyempatkan diri mendalami Thai Boxing.","Ody Mulya Hidayat, Yoen K",Rizal Mantovani,Alim Sudio,"Tamara Bleszynski, Darius Sinathrya, Kimberly Ryder, Stefan William, Laras Monca, Una Putri",2013-01-31
2012,Habibie & Ainun,1,4583641,22000,7,"Rudy Habibie, ahli pesawat terbang, punya mimpi besar: membuat truk terbang untuk menyatukan Indonesia. Ainun, dokter muda cerdas yang dengan jalur karir terbuka lebar.","Dhamoo Punjabi, Manoj Punjabi",Faozan Rizal,"Ginatri S Noer, Ifan Adriansyah Ismail","Reza Rahadian, Bunga Citra Lestari",2012-12-20
2012,5 cm,2,2402170,22000,7,"Genta, Arial, Zafran, Riani, dan Ian merasa “jenuh” dengan persahabatan mereka dan memutuskan untuk berpisah, tidak saling berkomunikasi satu sama lain selama tiga bulan lamanya. Selama tiga bulan mereka bertemu kembali dan merayakan pertemuan mereka dengan sebuah perjalanan penuh impian dan tantangan. Sebuah perjalanan hati demi  mengibarkan sang saka merah putih di puncak tertinggi Jawa pada tanggal 17 Agustus.","Sunil Soraya, Ram Soraya",Rizal Mantovani,"Donny Dhirgantoro, Sunil Soraya, Hilman Mutasi","Herjunot Ali, Fedi Nuril, Pevita Pearce, Igor Saykoji, Denny Sumargo, Raline Shah",2012-12-12
2012,The Raid,3,1844817,22000,8.5,"Tim SWAT ((special weapons and tactics), atau pasukan khusus tiba di sebuah blok apartemen yang tidak terurus dengan misi menangkap pemiliknya, raja bandar narkotik bernama Tama. Blok ini tidak pernah digerebek oleh polisi sebelumnya. Sebagai tempat yang tidak dijangkau oleh pihak berwajib, gedung tersebut menjadi tempat berlindung para pembunuh, anggota geng, pemerkosa, dan pencuri yang mencari tempat tinggal aman.",Ario Sagantoro,Gareth H Evans,Gareth H Evans,"Iko Uwais, Pierre Gruno, Ray Sahetapy, Joe Taslim, Tegar Satria, Verdi Solaiman, Ananda George, Eka Rahmadia, R Iman Aji, Donny Alamsyah, Yayan Ruhian",2012-03-23
2012,Negeri 5 Menara,4,772397,22000,7.5,"Pertengahan tahun 1988 Alif akan lulus SMP. Bersama sahabatnya, Randai, mereka berharap bisa masuk SMA terkenal di Bukit Tinggi, lalu lanjut kuliah di ITB. Namun Amaknya menginginkan Alif untuk masuk ke Pondok Madani, sebuah pesantren di sudut Ponorogo, Jawa Timur. Alif memberontak tapi akhirnya memenuhi pinta orangtuanya walau setengah hati.","Salman Aristo, Aoura Lovenson Chandra, Dinna Jasanti",Affandi Abdul Rachman,"Salman Aristo, Rino Sarjono, A Fuadi","Donny Alamsyah, Hardi Hartono, Lulu Tobing, Ikang Fawzi, David Chalik, Andhika Pratama",2012-03-01
2012,Perahu Kertas,5,596231,22000,6,"Keenan lulus SMA setelah enam tahun tinggal di Amsterdam bersama neneknya. Keenan memiliki bakat melukis dan tidak punya cita-cita lain selain menjadi pelukis. Perjanjian dengan ayahnya memaksa ia meninggalkan Amsterdam dan kembali ke Indonesia untuk kuliah di sebuah Fakultas Ekonomi, Bandung.","Chand Parwez Servia, Putut Widjanarko",Hanung Bramantyo,Dewi Lestari,"Fauzan Smith, Sylvia Fully R, Maudy Ayunda, Adipati Dolken, Reza Rahadian, Dion Wiyoko, Elyzia Mulachela, Kimberly Ryder",2012-08-16
2012,Soegija,6,459465,22000,7.5,"Kisah renungan uskup pertama asli Indonesia, Monsinyur A Soegijapranata SJ, sejak ditahbiskan hingga berakhirnya perang melawan Belanda (1940 – 1949). Satu dasawarsa penuh gejolak ini ditandai dengan akhir penjajahan Belanda, masuk dan berlangsungnya penjajahan Jepang, proklamasi kemerdekaan RI, dan kembalinya Belanda yang ingin menguasai Indonesia. Peristiwa-peristiwa ini tidak saja membuat Soegija menuliskan renungan berupa catatan harian penuh makna, tapi juga harus bertindak untuk mengatasi kekacauan yang berakibat pada penderitaan rakyat. Ia mencoba berperan di tingkat lokal maupun politik nasional dan internasional.Tidak mengherankan, bila Presiden Soekarno memberi penghargaan dengan gelar Pahlawan Nasional. Untuk bisa menggambarkan peran tadi, film ini banyak menampilkan tokoh-tokoh nyata tapi difiksikan baik dari Indonesia, Jepang, Belanda, sipil maupun militer dalam peristiwa-peristiwa keseharian yang direkonstruksi dengan cukup detil. Kesemuanya menekankan bahwa kemanusiaan lah yang unggul.","Djaduk Ferianto, Murti Hadi Wijayanto SJ, Tri Giovanni",Garin Nugroho,"Armantono, Garin Nugroho","Nirwan Dewanto, Annisa Hertami, Wouter Zweers, Wouter Braaf, Nobuyuki Suzuki, Olga Lydia, Margono, Hengky Soelaiman, Andrea Reva, Rukman Rosadi, Eko Balung, Andriano Fidelis",2012-06-07
2012,Nenek Gayung,7,434732,22000,5,"Desember 2011, sosok nenek misterius ini heboh dibicarakan orang. Nenek ini dipanggil Nenek Gayung, karena ia selalu membawa gayung dan tikar pandan untuk memandikan korbannya. Banyak yang percaya, bila bertemu dengan Nenek Gayung, jangan pernah mengajaknya bicara. Konon telah banyak korban yang menemui ajalnya setelah bertemu dan bicara dengan Nenek Gayung ini.",Bram Patunga,Nuri Dahlia,Bono Sutisno,"Nikita Mirzani, Zaki Zimah, Yadi Sembako",2012-04-19
